,address,ageLimit,area,avg,community,decoration,district,floor,street,sum,tag,title,type,url,years
63,九龙大道,70年,96.22㎡,9145                    元/平,九龙家苑四期,毛坯,镇海,中层/共11层,骆驼,88万,"['满两年', '新上房源', '1小时前', '0人已浏览']",九龙家苑四期3居室96.22平白坯88万，不靠马路，好楼层,3室2厅1卫,http://nb.58.com/ershoufang/34126984991663x.shtml,2017年建
64,骆西路1号,40年,74㎡,9500                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,70.3万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",地铁口现房 配套成熟 即买即住 投姿自住两不误,3室2厅2卫,http://nb.58.com/ershoufang/34116136372273x.shtml,2015年建
65,骆西路1号,40年,90㎡,10222                    元/平,利时爱丁堡,简单装修,镇海,中层/共15层,骆驼,92万,"['满五唯一', '新上房源', '2小时前', '0人已浏览']",地铁口万宝城旁 幸福时代 6房2厅 平层复式都有 售楼处1手,5室2厅2卫,http://nb.58.com/ershoufang/34126703787305x.shtml,2015年建
66,骆西路1号,40年,74㎡,9500                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,70.3万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",开发商保留房源 总价70多万四室两厅两卫 投姿自住都可以,4室2厅2卫,http://nb.58.com/ershoufang/34126134606011x.shtml,2015年建
67,河角路29号,70年,124㎡,18548                    元/平,景城花苑,豪华装修,镇海,中层/共18层,骆驼,230万,"['满两年', '新上房源', '2小时前', '0人已浏览']",景城花苑124平豪装，居住一年，无税！只要230万！！！,3室2厅2卫,http://nb.58.com/ershoufang/34126576837307x.shtml,2016年建
68,永平西路777号,70年,90㎡,17000                    元/平,保利城1期,毛坯,镇海,低层/共18层,骆驼,153万,"['满两年', '新上房源', '2小时前', '0人已浏览']","保利城90平，无税,只要153万！手慢无！",3室2厅1卫,http://nb.58.com/ershoufang/34126458048456x.shtml,2014年建
69,三五路396号,70年,89㎡,17977                    元/平,银亿海尚广场,精装修,镇海,中层/共18层,骆驼,160万,"['满五唯一', '新上房源', '2小时前', '0人已浏览']",银亿海尚广场 89平方 满五且唯一住房 随时看房,3室3厅1卫,http://nb.58.com/ershoufang/34126420719030x.shtml,2012年建
70,"骆兴西路,近西大河北路",70年,80㎡,16500                    元/平,骆兴家园一期,精装修,镇海,中层/共6层,骆驼,132万,"['满两年', '新上房源', '3小时前', '0人已浏览']",骆兴家园一期80平精装132万送全套家具家电,2室2厅1卫,http://nb.58.com/ershoufang/34126269132239x.shtml,2010年建
71,慈海南路557号,40年,60㎡,10833                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,65万,"['唯一住房', '05-07', '0人已浏览']",投zi值不值！看地段、看发展、精装两室公寓,2室1厅1卫,http://nb.58.com/ershoufang/34008755617976x.shtml,2016年建
72,骆西路1号,40年,50㎡,9200                    元/平,利时爱丁堡,毛坯,镇海,中层/共12层,骆驼,46万,"['满五唯一', '新上房源', '17小时前', '0人已浏览']",售楼处 利时爱丁堡 地铁口旁 复试现房 可自住可投之,2室2厅1卫,http://nb.58.com/ershoufang/34119625024317x.shtml,2015年建
73,金悦路67号,70年,120.4㎡,11627                    元/平,金邑华庭,毛坯,镇海,中层/共15层,骆驼,140万,"['满二唯一', '新上房源', '3小时前', '0人已浏览']",位置好120平大三房（只要140万）单价1.1秒杀秒杀,3室2厅1卫,http://nb.58.com/ershoufang/34125927716432x.shtml,2012年建
74,御水路,70年,129㎡,10465                    元/平,恒大山水城,精装修,镇海,中层/共17层,骆驼,135万,"['新上房源', '4小时前', '0人已浏览']",恒大现房！近130平！精装修！送家具！买到你就赚到！欢迎来电,3室2厅2卫,http://nb.58.com/ershoufang/34125842854217x.shtml,2016年建
75,骆西路1号,40年,74㎡,9594                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,71万,"['满二唯一', '新上房源', '21小时前', '0人已浏览']",利时爱丁堡 71万买74平复式现房，买，1层得，两层，值,4室2厅2卫,http://nb.58.com/ershoufang/34117728772294x.shtml,2015年建
76,金华北路238号,70年,65㎡,15076                    元/平,金邑水岸,简单装修,镇海,高层/共6层,骆驼,98万,"['满两年', '新上房源', '22小时前', '0人已浏览']",金邑水岸65平方米98万元,2室2厅1卫,http://nb.58.com/ershoufang/34117413889210x.shtml,2008年建
77,骆西路1号,70年,47㎡,12340                    元/平,利时爱丁堡,中等装修,镇海,高层/共17层,骆驼,58万,"['满二唯一', '新上房源', '23小时前', '0人已浏览']",利时 2室1厅1卫47平方复式，实际使用面积90平方，58万,2室2厅1卫,http://nb.58.com/ershoufang/34116921882046x.shtml,2013年建
78,通园北路199号,70年,89㎡,16853                    元/平,小骆花园,豪华装修,镇海,中层/共12层,骆驼,150万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",小骆花园 婚装带家具家电 房东诚心出售,3室2厅1卫,http://nb.58.com/ershoufang/34116157818549x.shtml,2010年建
79,下徐路77号,70年,97㎡,10206                    元/平,九龙家苑二期,精装修,镇海,中层/共10层,骆驼,99万,"['满两年', '新上房源', '1天前', '0人已浏览']",地势好 阳光好 全明户型 小区环境好 实际面积大 性价比高,3室2厅1卫,http://nb.58.com/ershoufang/34116043750591x.shtml,2009年建
80,通园北路199号,70年,66㎡,16666                    元/平,小骆花园,精装修,镇海,高层/共12层,骆驼,110万,"['满五唯一', '新上房源', '1天前', '0人已浏览']",小骆花园 满五唯一 拎包入住 看房方便,2室2厅1卫,http://nb.58.com/ershoufang/34115309775924x.shtml,2013年建
81,骆兴西路304号,70年,127㎡,14960                    元/平,华丰星城,精装修,镇海,低层/共6层,骆驼,190万,"['05-12', '0人已浏览']",华丰星城127平方精装190万出售了。拎包入住,3室2厅2卫,http://nb.58.com/ershoufang/34053984264771x.shtml,2010年建
82,御水路,70年,114㎡,9210                    元/平,九龙家苑一期,精装修,镇海,中层/共6层,骆驼,105万,"['满五年', '新上房源', '1天前', '0人已浏览']",九龙家苑一期大三房精装修！自己住！保养好！总高6楼的3楼！,3室2厅2卫,http://nb.58.com/ershoufang/34106986690749x.shtml,2013年建
83,骆兴西路678号,70年,85㎡,14941                    元/平,东邑锦苑,毛坯,镇海,高层/共18层,骆驼,127万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",东邑锦苑 85平方好楼层 南北通风 全新白坯 127万出售,3室2厅2卫,http://nb.58.com/ershoufang/34105807849149x.shtml,2017年建
84,通园北路199号,70年,118㎡,13983                    元/平,小骆花园,精装修,镇海,中层/共6层,骆驼,165万,"['满两年', '05-14', '0人已浏览']",小骆花园 精装 房东诚心卖 性价比高 手慢无,3室2厅2卫,http://nb.58.com/ershoufang/34081590225580x.shtml,2011年建
85,金悦路67号,70年,120㎡,11666                    元/平,金邑华庭,毛坯,镇海,低层/共17层,骆驼,140万,"['新上房源', '1小时前', '0人已浏览']",金邑华庭120平3室2厅1卫毛坯户型好南北通透性价比很高。,3室2厅1卫,http://nb.58.com/ershoufang/34127177601352x.shtml,2013年建
86,永平西路777号,70年,105㎡,20000                    元/平,保利城1期,豪华装修,镇海,低层/共19层,骆驼,210万,"['满二唯一', '新上房源', '23小时前', '0人已浏览']",豪装40万，无税好房！ 委托，看房方便！特卖三天！,3室2厅1卫,http://nb.58.com/ershoufang/34116818039623x.shtml,2015年建
87,慈海南路557号,40年,60㎡,10000                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,60万,"['新上房源', '5小时前', '0人已浏览']",上城印象：区政府旁！豪华装修！地铁口！家具家电全送！！,2室1厅1卫,http://nb.58.com/ershoufang/34125202325708x.shtml,2016年建
88,金悦路68号,70年,90㎡,17555                    元/平,银亿海悦花苑,精装修,镇海,高层/共18层,骆驼,158万,"['满二唯一', '05-15', '0人已浏览']",银亿海悦花苑90平南北通透，精装修，欢迎实地看房,2室2厅1卫,http://nb.58.com/ershoufang/34092618560433x.shtml,2012年建
89,郎官路288号,70年,89㎡,8089                    元/平,开元九龙湖畔,毛坯,镇海,中层/共18层,骆驼,72万,"['满五唯一', '新上房源', '3小时前', '0人已浏览']",镇海九龙湖畔 89平3室2厅2卫可落户 低首付 南北通透,3室2厅2卫,http://nb.58.com/ershoufang/34126162149455x.shtml,2018年建
90,慈海南路557号,40年,40㎡,12500                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,50万,"['新上房源', '2天前', '0人已浏览']",镇海骆驼地铁口：小户型小投/资精装修首付二十几万，租金3千+,1室1厅1卫,http://nb.58.com/ershoufang/34104396219562x.shtml,2017年建
91,静远西路,70年,139㎡,20863                    元/平,锦绣江南,精装修,镇海,中层/共17层,骆驼,290万,"['满两年', '新上房源', '4小时前', '0人已浏览']",锦绣江南139平精装290万,3室2厅2卫,http://nb.58.com/ershoufang/34125542441916x.shtml,2015年建
92,三五路396号,70年,78㎡,17948                    元/平,银亿海尚广场,精装修,镇海,高层/共18层,骆驼,140万,"['满二唯一', '05-15', '0人已浏览']","银亿海尚广场小区,2室1厅1卫1阳台精装,房东换房",2室2厅1卫,http://nb.58.com/ershoufang/34094518330698x.shtml,2012年建
93,金悦路68号,70年,133㎡,14661                    元/平,银亿海悦花苑,毛坯,镇海,高层/共18层,骆驼,195万,"['满二唯一', '05-10', '0人已浏览']","银亿海悦花苑格局好,十年难遇 户型错过了就没有了",3室2厅1卫,http://nb.58.com/ershoufang/34039840053323x.shtml,2016年建
94,御水路,70年,105㎡,11904                    元/平,恒大山水城,精装修,镇海,高层/共18层,骆驼,125万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",恒大山水城东苑 有房产证 高层精装修 首付4成看房方便,3室2厅1卫,http://nb.58.com/ershoufang/34114919273517x.shtml,2016年建
95,通园北路199号,70年,89.07㎡,16840                    元/平,小骆花园,精装修,镇海,中层/共11层,骆驼,150万,"['新上房源', '1天前', '0人已浏览']",小骆花园，89.07平，150万，婚装，拎包入住,2室2厅2卫,http://nb.58.com/ershoufang/34116473475024x.shtml,2013年建
96,永平西路777号,70年,105㎡,17904                    元/平,保利城1期,毛坯,镇海,高层/共18层,骆驼,188万,"['满两年', '05-13', '0人已浏览']",保利城，毛坯房，三室，看房方便,3室2厅1卫,http://nb.58.com/ershoufang/34072723196100x.shtml,2016年建
97,通园北路199号,70年,90㎡,15111                    元/平,小骆花园,精装修,镇海,高层/共11层,骆驼,136万,"['满两年', '新上房源', '1天前', '0人已浏览']",小骆花园经典小三房精装修南北通透90平136万可议价,3室2厅1卫,http://nb.58.com/ershoufang/34109663507502x.shtml,2012年建
98,静远西路,70年,183㎡,15792                    元/平,锦绣江南,毛坯,镇海,高层/共18层,骆驼,289万,"['05-08', '0人已浏览']",锦绣江南五室二厅三卫毛坯183平卖289万南北通透户形方正,5室2厅3卫,http://nb.58.com/ershoufang/34016592387528x.shtml,2016年建
99,通园北路199号,70年,67㎡,16119                    元/平,小骆花园,精装修,镇海,高层/共12层,骆驼,108万,"['满五唯一', '新上房源', '1天前', '0人已浏览']",小骆花园67平精装小两房！12楼景观房！急卖！,2室1厅1卫,http://nb.58.com/ershoufang/34107019129807x.shtml,2013年建
100,骆兴西路678号,70年,80㎡,15375                    元/平,东邑锦苑,简单装修,镇海,高层/共17层,骆驼,123万,"['满二唯一', '05-14', '0人已浏览']",东邑锦苑 80平 123万 银泰旁,2室1厅1卫,http://nb.58.com/ershoufang/34085541787336x.shtml,2012年建
101,三五北路,70年,177㎡,11751                    元/平,骆城芳洲,简单装修,镇海,低层/共18层,骆驼,208万,"['新上房源', '2天前', '0人已浏览']",业主诚卖 单价不到12000！ 适合改善自住！可看房！,3室2厅2卫,http://nb.58.com/ershoufang/34104216438731x.shtml,2013年建
102,骆兴西路588号,70年,90㎡,18666                    元/平,保亿丽景英郡,精装修,镇海,中层/共18层,骆驼,168万,"['05-14', '0人已浏览']",送产权车位，南北通透精装好房，领包既住，学校好,2室2厅1卫,http://nb.58.com/ershoufang/34087823465543x.shtml,2012年建
103,永平西路777号,70年,105㎡,20000                    元/平,保利城1期,精装修,镇海,低层/共18层,骆驼,210万,"['新上房源', '1小时前', '0人已浏览']",新城核心，三房精装修，位置好，读尚志中学,3室2厅1卫,http://nb.58.com/ershoufang/34127187720879x.shtml,2014年建
104,慈海南路557号,70年,60㎡,8666                    元/平,上城印象,精装修,镇海,低层/共21层,骆驼,52万,"['满五唯一', '新上房源', '1小时前', '0人已浏览']",60平温馨小家、独立厨卫！ 前期自住 后期出租！你还在等啥,2室1厅1卫,http://nb.58.com/ershoufang/34126830740397x.shtml,2016年建
105,通园北路199号,70年,98㎡,16632                    元/平,小骆花园,豪华装修,镇海,共1层,骆驼,163万,"['满五年', '新上房源', '2小时前', '0人已浏览']",房子全新豪华装修，楼层好 位置佳 采光通透，性价比很高,3室2厅1卫,http://nb.58.com/ershoufang/34126401728054x.shtml,2010年建
106,慈海北路,70年,96㎡,14270                    元/平,碧水莲晴一期,毛坯,镇海,高层/共11层,骆驼,137万,"['满两年', '新上房源', '2小时前', '0人已浏览']",碧水莲晴3室2厅96平毛坯急抛137万，南北通透。,3室2厅1卫,http://nb.58.com/ershoufang/34126370139695x.shtml,2012年建
107,通园北路199号,70年,98㎡,16632                    元/平,小骆花园,精装修,镇海,低层/共11层,骆驼,163万,"['满两年', '新上房源', '3小时前', '0人已浏览']",小骆花园 三室 98平方 163万精装,3室2厅1卫,http://nb.58.com/ershoufang/34126353330487x.shtml,2010年建
108,慈海南路557号,50年,40㎡,11500                    元/平,上城印象,精装修,镇海,中层/共21层,骆驼,46万,"['新上房源', '3小时前', '0人已浏览']",精装地铁口、二室小面积出售,1室1厅1卫,http://nb.58.com/ershoufang/34126276016062x.shtml,2017年建
109,金悦路68号,70年,91㎡,17362                    元/平,银亿海悦花苑,精装修,镇海,中层/共18层,骆驼,158万,"['满两年', '新上房源', '3小时前', '0人已浏览']",银亿海悦花苑91平方精装送车位158万啦，拎包入住,2室2厅1卫,http://nb.58.com/ershoufang/34126092140844x.shtml,2012年建
110,金悦路67号,70年,122㎡,11475                    元/平,金邑华庭,毛坯,镇海,低层/共18层,骆驼,140万,"['满两年', '新上房源', '3小时前', '0人已浏览']",金邑华庭120平140万毛坯小三房诚心出售140万需要的快点,3室2厅1卫,http://nb.58.com/ershoufang/34126031072041x.shtml,2012年建
111,御水路,70年,130㎡,11538                    元/平,恒大山水城,精装修,镇海,高层/共18层,骆驼,150万,"['新上房源', '3小时前', '0人已浏览']",恒大山水西苑130平，精装，售价150万,3室2厅2卫,http://nb.58.com/ershoufang/34125925079350x.shtml,2017年建
112,骆西路1号,40年,74㎡,8918                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,66万,"['满五唯一', '05-12', '0人已浏览']",镇海新城区利时爱丁堡复式2室2厅1卫,2室2厅1卫,http://nb.58.com/ershoufang/34061878316084x.shtml,2014年建
113,骆西路1号,40年,95㎡,9368                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,89万,"['满二唯一', '新上房源', '17小时前', '0人已浏览']",镇海骆驼 利时广场 爱丁堡 大户型复式95平可做七个卧室,6室2厅2卫,http://nb.58.com/ershoufang/34119834542406x.shtml,2015年建
114,骆兴西路304号,70年,94㎡,14893                    元/平,华丰星城,精装修,镇海,中层/共6层,骆驼,140万,"['满两年', '新上房源', '4小时前', '0人已浏览']",华丰星城94平方精装140万急抛了，拎包入住,3室2厅1卫,http://nb.58.com/ershoufang/34125819691313x.shtml,2008年建
115,金悦路68号,70年,90.5㎡,18011                    元/平,银亿海悦花苑,精装修,镇海,高层/共18层,骆驼,163万,"['满两年', '新上房源', '15小时前', '0人已浏览']",银亿海悦花苑90平紧凑三房精装修户型好楼层佳163万可议价,3室2厅1卫,http://nb.58.com/ershoufang/34120387548589x.shtml,2012年建
116,永平西路555号,70年,105㎡,20000                    元/平,保利城2期,豪华装修,镇海,低层/共18层,骆驼,210万,"['满两年', '新上房源', '22小时前', '0人已浏览']",保利城经典三房105平豪装210万可议价,3室2厅1卫,http://nb.58.com/ershoufang/34117528543804x.shtml,2015年建
117,通园北路199号,70年,118㎡,14406                    元/平,小骆花园,简单装修,镇海,低层/共16层,骆驼,170万,"['满五年', '新上房源', '23小时前', '0人已浏览']",房子户型漂亮，房东紧缺资金 送车位车棚 可落户,3室2厅2卫,http://nb.58.com/ershoufang/34116952763316x.shtml,2009年建
118,永平西路318号,70年,106㎡,19811                    元/平,保亿风景御园,豪华装修,镇海,高层/共11层,骆驼,210万,"['满两年', '新上房源', '1天前', '0人已浏览']",房东诚心出售， 有,4室2厅2卫,http://nb.58.com/ershoufang/34109635257546x.shtml,2016年建
119,金悦路68号,70年,126㎡,18253                    元/平,银亿海悦花苑,精装修,镇海,高层/共18层,骆驼,230万,"['新上房源', '2天前', '0人已浏览']",海悦花苑126平3室2厅2卫精装修户型好三间朝南可拎包入住。,3室2厅2卫,http://nb.58.com/ershoufang/34095743057581x.shtml,2013年建
120,骆兴西路678号,70年,77㎡,15584                    元/平,东邑锦苑,毛坯,镇海,中层/共18层,骆驼,120万,"['满两年', '新上房源', '2天前', '0人已浏览']",东邑锦苑好楼层77平方南北通透售价120万,2室1厅1卫,http://nb.58.com/ershoufang/34103566307114x.shtml,2016年建
121,慈海北路,70年,115㎡,14173                    元/平,碧水莲晴一期,毛坯,镇海,中层/共18层,骆驼,163万,"['满二唯一', '05-12', '0人已浏览']",碧水莲晴，3室2厅2卫，115平，163万，白胚,3室2厅2卫,http://nb.58.com/ershoufang/34059182697642x.shtml,2013年建
